Contract,PaperlessBilling,PaymentMethod,AutoRenewal,BillingCycle,DiscountApplied,LoyaltyProgramMember,customerID
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,9867-NNXLC
Two year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,ORPH-46c06846
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,1363-TXLSL
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,No,9507-EXLTT
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,No,3161-GETRM
Two year,No,Bank transfer (automatic),Yes,Monthly,Yes,Yes,0402-OAMEN
One year,No,Electronic check,No,Semiann,Yes,Yes,6933-VLYFX
One year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,6754-WKSHP
,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,9846-GKXAS
Month-to-month,Yes,Electronic check,No,Monthly,Yes,Yes,6017-PPLPX
Month-to-month,Yes,bank transfer (automatic),Yes,Monthly,No,No,4976-LNFVV
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,5055-MGMGF
Two year,No,Mailed check,Yes,Monthly,No,Yes,4641-FROLU
One year,No,Mailed check,No,Monthly,No,Yes,2862-JVEOY
Month-to-month,No,Electronic check,No,Monthly,Yes,No,2969-QWUBZ
Month-to-month,No,Electronic check,Yes,Monthly,Yes,Yes,9822-BIIGN
Month-to-month,Yes,Electronic check,No,Monthly,Yes,Yes,
One year,Yes,Bank transfer (automatic),No,Monthly,No,Yes,1534-OULXE
One year,,Electronic check,No,Monthly,No,Yes,7136-RVDTZ
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,2971-SGAFL
One year,Yes,Bank transfer (automatic),No,Monthly,No,Yes,1480-IVEVR
Month-to-month,Yes,Credit card (automatic),No,Monthly,Yes,No,2905-KFQUV
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,4581-SSPWD
Month-to-month,No,Electronic check,No,Monthly,No,No,3370-HXOPH
One year,Yes,Bank transfer (automatic),Yes,Semiann,Yes,Yes,9391-YZEJW
Two year,No,Credit card (automatic),Yes,Semiann,Yes,Yes,9958-MEKUC
Two year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,ORPH-266b13f8
Month-to-month,No,Credit card (automatic),Yes,Monthly,No,Yes,6927-WTFIV
One year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,4118-CEVPF
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,3398-ZOUAA
One year,No,Electronic check,No,Semiann,NO ,Yes,9114-VEPUF
Month-to-month,Yes,Mailed check,No,Monthly,Yes,Yes,7876-BEUTG
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,2338-BQEZT
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,No,ORPH-27b17f9a
Month-to-month,No, Electronic check  ,Yes,Monthly,Yes,Yes,0378-NHQXU
One year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,8241-JUIQO
Two year,No,Credit card (automatic),Yes,Monthly,Yes,Yes,2194-IIQOF
 Month-to-month  ,No,Bank transfer (automatic),No,Monthly,No,Yes,4512-ZUIYL
Two year,No,Mailed check,Yes,Monthly,No,Yes,9631-RXVJM
Month-to-month,No,Bank transfer (automatic), Yes  ,Monthly,Yes,Yes,9584-EXCDZ
Month-to-month,Yes,Electronic check,Yes,Monthly,No,No,7969-AULMZ
Two year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,5093-FEGLU
Month-to-month,No,Mailed check,Yes, Monthly  ,No,Yes,2621-UDNLU
Month-to-month,Yes,Mailed check,Yes,Monthly,No,Yes,
Two year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes, 2428-HYUNX  
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,9214-EKVXR
One year,No,Electronic check,Yes,Semiann,,Yes,3410-MHHUM
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,,No,0568-ONFPC
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,0733-VUNUW
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,ORPH-1b2d7268
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,2122-YWVYA
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,2968-SSGAA
Two year,No,Bank transfer (automatic),No,Monthly,No,Yes,2296-DKZFP
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,4844-JJWUY
One year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,6777-TGHTM
One year,No,Mailed check,No,Monthly,Yes,No,8909-BOLNL
Two year,Yes,Mailed check,No,Annual,Yes,Yes,6603-YRDCJ
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,3538-WZPHD
One year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,3229-USWAR
Two year,Yes,Mailed check,Yes,Monthly,Yes,No,2138-VFAPZ
Month-to-month,Yes,Mailed check,No,Monthly,Yes,No,6131-JLWZM
One year,Yes,Bank transfer (automatic),Yes, Monthly  ,Yes,Yes,4785-QRJHC
One year,No,Mailed check,Yes,Semiann,Yes,Yes,0269-XFESX
Two year,No, Mailed check  ,No,Monthly,Yes,Yes,1709-EJDOX
Month-to-month,Yes,Mailed check,Yes,Monthly,,Yes,4316-XCSLJ
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,8610-WFCJF
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,9693-XMUOB
Two year,Yes,Credit card (automatic),Yes,Annual,Yes,Yes,0383-CLDDA
One year,Yes,Electronic check,Yes,Monthly,Yes,No,4905-JEFDW
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,No,2709-UQGNP
Two year, Yes  ,Bank transfer (automatic),Yes,Monthly,Yes,Yes,3549-ZTMNH
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,7881-INRLC
Month-to-month,Yes,Mailed check,Yes,Monthly,No,Yes,ORPH-cc44488e
Two year,No,Credit card (automatic),No,Monthly,Yes,Yes,1635-NZATJ
Two year,No, Credit card (automatic)  ,Yes,Monthly,No,Yes,0562-HKHML
One year,No,Credit card (automatic),Yes,Annual,No,Yes,8277-RVRSV
Month-to-month,Yes,Mailed check,Yes,Monthly,No,Yes,9943-VSZUV
Month-to-month,No,Bank transfer (automatic),Yes,Monthly,Yes,Yes,0117-LFRMW
Month-to-month,No,Electronic check,Yes,Monthly,No,Yes,ORPH-bdc7e3eb
Month-to-month,No,Mailed check,No,Monthly,No,No,7054-ENNGU
Two year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,1455-HFBXA
One year,No,Electronic check,No,Quarter,No,Yes,9402-CXWPL
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,1628-BIZYP
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,1965-AKTSX
Month-to-month,Yes,Mailed check,Yes,Monthly,No,No,0082-LDZUE
Month-to-month,No,Mailed check,Yes,Monthly,Yes,Yes,4786-UKSNZ
One year,Yes,Mailed check,No,ANNUAL ,Yes,Yes,5343-SGUBI
Month-to-month,No,Mailed check,Yes,Monthly,Yes,Yes,0856-NAOES
Month-to-month,No,Mailed check,Yes,Monthly,No,Yes,1976-AZZPJ
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,7248-VZQLC
One year,Yes,Credit card (automatic),Yes,Monthly,Yes,No,6156-UZDLF
Month-to-month,No,Electronic check,Yes,Monthly,Yes,Yes,3099-OONVS
Two year,Yes,Mailed check,Yes,Monthly,Yes,Yes,9500-WBGRP
Two year,Yes,Credit card (automatic),No,Semiann,Yes,Yes,5183-KLYEM
Month-to-month,Yes,Mailed check,Yes,Monthly,No,No,5144-PQCDZ
Two year,No,Mailed check,Yes,Monthly,Yes,No,
Two year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,6625-IUTTT
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,9355-NPPFS
One year,No,Mailed check,,Semiann,No,Yes,0068-FIGTF
Two year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,5965-GGPRW
Month-to-month,Yes,Electronic check,No,Monthly,Yes,Yes,8035-PWSEV
Two year,No,Credit card (automatic),No,Annual,Yes,Yes,2236-HILPA
One year,Yes,Electronic check,No,Monthly,Yes,No,1840-BIUOG
Month-to-month,No,Credit card (automatic),Yes,Monthly,Yes,YES ,1356-MKYSK
Two year,No,,No,Monthly,No,Yes,6080-LNESI
Two year,No,Credit card (automatic),Yes,Monthly,Yes,Yes,1830-IPXVJ
Month-to-month,Yes,Electronic check,No,Monthly,No,Yes,5828-DWPIL
Two year,Yes,Bank transfer (automatic),Yes,Semiann,Yes,Yes,8398-TBIYD
Month-to-month,Yes,Electronic check,No,Monthly,Yes,Yes,0011-IGKFF
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,4192-GORJT
Month-to-month,Yes,Electronic check,Yes,Monthly,No,No,6496-SLWHQ
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,9912-GVSEQ
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,2931-FSOHN
Two year,Yes,Mailed check,Yes,Annual,Yes,Yes,9418-RUKPH
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,5383-MMTWC
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,9971-ZWPBF
Month-to-month,No,Mailed check,Yes,Monthly,No,Yes,4712-AUQZO
One year,Yes,Mailed check,No,Monthly,Yes,Yes,9711-FJTBX
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,2908-ZTPNF
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,7240-ETPTR
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,2202-CUYXZ
Month-to-month,No,Mailed check,Yes,Monthly,No,No,5995-OIGLP
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,8421-WZOOW
One year,No,Credit card (automatic),No,Monthly,Yes,No,6261-RCVNS
Two year,Yes,Mailed check,No,Monthly,Yes,Yes,7951-QKZPL
Two year,No,Bank transfer (automatic),Yes,Monthly,Yes,Yes,1414-YADCW
Month-to-month,No,Electronic check,Yes,,No,Yes,8756-RDDLT
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,2862-PFNIK
Month-to-month,No,Credit card (automatic),Yes,Monthly,No,Yes,5816-QVHRX
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,No,4430-YHXGG
Month-to-month,Yes,Mailed check,Yes,Monthly,No,No,6888-SBYAI
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,No,Yes,7395-XWZOY
Two year,No,Bank transfer (automatic),Yes,Monthly,Yes,Yes,UNK-9f0a9461
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,3640-PHQXK
Month-to-month,No,Electronic check,Yes,Monthly,Yes,Yes,6877-LGWXO
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,No,6859-RKMZJ
Two year,No,Credit card (automatic),Yes,Monthly,No,Yes,2729-VNVAP
One year,No,Electronic check,Yes,Monthly,Yes,Yes,2957-JIRMN
Month-to-month, No  ,Mailed check,NO ,Monthly,No,Yes,2049-BAFNW
Month-to-month,No,Bank transfer (automatic),,Monthly,Yes,Yes,3842-QTGDL
One year,Yes,Mailed check,No,Monthly,No,No,7163-OCEQI
Month-to-month,No,Bank transfer (automatic),Yes,Monthly,Yes,Yes,9782-LGXMC
One year,Yes,Credit card (automatic),Yes,Semiann,Yes,Yes,5975-BAICR
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,8019-ENHXU
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,No,5167-GBFRE
One year,No,Mailed check,No,Monthly,No,Yes,9033-EOXWV
Month-to-month,No,Electronic check,Yes,Monthly,No,Yes,4673-KKSLS
Month-to-month,Yes,Electronic check,Yes,Monthly, Yes  ,No,4853-OITSN
Two year,No,Credit card (automatic),No,Monthly,Yes,Yes,9800-OUIGR
Month-to-month,No,Credit card (automatic),Yes,Monthly,No,Yes,1324-NLTJE
Two year,Yes,Bank transfer (automatic),no,Monthly,Yes,Yes,2324-EFHVG
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,7094-MSZAO
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,1522-VVDMG
Month-to-month,No,Electronic check,No,Monthly,NO ,Yes,6907-CQGPN
Two year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,0780-XNZFN
Month-to-month,No,Mailed check,Yes,Monthly,Yes,Yes,0239-OXEXL
Two year,No,Bank transfer (automatic),No,Semiann,No,Yes,2675-IJRGJ
One year,No,Credit card (automatic),No,Monthly,Yes,Yes,7049-GKVZY
Two year,Yes,Mailed check,Yes,Quarter,Yes,Yes,8577-QSOCG
One year,No,CREDIT CARD (AUTOMATIC) ,No,Monthly,Yes,No,3721-CNZHX
Month-to-month,Yes,Electronic check,No,Monthly,No,Yes,0212-ISBBF
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,9185-TQCVP
One year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,3585-YNADK
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,No,Yes,5271-DBYSJ
Two year,No,Mailed check,No,Monthly,Yes,No,1099-GODLO
Two year,No,Bank transfer (automatic),Yes,Monthly,No,Yes, 6828-HMKWP  
Month-to-month,Yes,Electronic check,Yes,Monthly,No,No,5567-WSELE
Month-to-month,Yes,Electronic check,No,Monthly,Yes,Yes,1472-TNCWL
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,8063-RJYNF
One year,No,Credit card (automatic),Yes,Monthly,Yes,Yes,0687-ZVTHB
Month-to-month,No,Electronic check,Yes,Monthly,No,Yes,2080-GKCWQ
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,9661-ACXBS
Two year,No,Bank transfer (automatic),Yes,Monthly,Yes,Yes,2193-SFWQW
Two year,No,Bank transfer (automatic),Yes,Monthly,No,Yes,5656-JAMLX
Month-to-month,Yes,Electronic check,No,Monthly,Yes,Yes,3462-BJQQA
Two year,Yes,Mailed check,No,Quarter,Yes,Yes,0442-TDYUO
Two year,Yes,Electronic check,No,Monthly,Yes,Yes,6733-LRIZX
One year,No,Credit card (automatic),No,Monthly,No,Yes,9503-XJUME
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,No,4367-NHWMM
Month-to-month,Yes,Electronic check,Yes,Monthly,No,No,3727-RJMEO
Two year,No,Credit card (automatic),Yes,Monthly,Yes,Yes,3779-OSWCF
One year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,6736-DHUQI
One year,Yes,Electronic check,No,Semiann,Yes,Yes,3915-ODIYG
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,1360-RCYRT
One year,No,Bank transfer (automatic),No,Quarter,Yes,Yes,2724-FJDYW
One year,Yes,Mailed check,Yes,Monthly,Yes,No,4451-RWASJ
Month-to-month,Yes, Electronic check  ,No,Monthly,Yes,Yes,6646-VRFOL
Two year,No,Mailed check,No,Annual,No,Yes,3460-TJBWI
Month-to-month,No,Electronic check,Yes,Monthly,Yes,Yes,5917-HBSDW
Month-to-month,Yes,Electronic check,No,Monthly,Yes,No,5685-IIXLY
One year,Yes,Electronic check,No,Monthly,Yes,Yes,5671-UUNXD
One year,Yes,Credit card (automatic),Yes,Annual,No,Yes,0956-ACVZC
Month-to-month,Yes,CREDIT CARD (AUTOMATIC) ,Yes,Monthly,Yes,Yes,2325-NBPZG
One year,No,Electronic check,No,Monthly,No,Yes,4250-ZBWLV
Month-to-month,No,Electronic check,Yes,Monthly,No,No,4482-FTFFX
Two year,No,Mailed check,Yes,Monthly,No,Yes,8859-DZTGQ
One year,Yes,Electronic check,Yes,Monthly,No,No,0440-MOGPM
One year,No,Mailed check,Yes,Monthly,Yes,Yes,0020-JDNXP
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,3752-CQSJI
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,No,Yes,5025-GOOKI
Two year,No,Credit card (automatic),No,Monthly,Yes,Yes,4698-KVLLG
Month-to-month,Yes,MAILED CHECK ,Yes,Monthly,Yes,Yes,5095-AESKG
Month-to-month,No,Bank transfer (automatic),Yes,Monthly,Yes,Yes,ORPH-4a0f25eb
Month-to-month,No,,Yes,Monthly,No,No,4770-QAZXN
Two year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,4896-CPRPF
Month-to-month,No,Bank transfer (automatic),Yes,Monthly,Yes,No,1871-MOWRM
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,9714-EDSUC
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,2027-OAQQC
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,0282-NVSJS
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,9090-SGQXL
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,6595-YGXIT
One year,,Mailed check,No,Monthly,No,No,7353-YOWFP
One year,Yes,Electronic check,Yes,Monthly,Yes,Yes,9835-ZIITK
One year,No,Electronic check,No,Monthly,No,Yes,8008-ESFLK
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,7537-CBQUZ
Two year,Yes,Bank transfer (automatic),Yes,Annual,Yes,Yes,1555-DJEQW
Month-to-month,No,Bank transfer (automatic),Yes,Monthly,Yes,Yes,5649-TJHOV
Month-to-month,No,Mailed check,Yes,Monthly,No,No,0519-XUZJU
Month-to-month,No,Mailed check,Yes,Monthly,Yes,Ybs,3363-EWLGO
One year,No,Mailed check,No,Annual,Yes,Yes,4750-UKWJK
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,6338-AVWCY
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,1689-YQBYY
One year,No,Credit card (automatic),Yes,Monthly,Yes,Yes,4487-ZYJZK
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,ORPH-943ccb58
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,0708-LGSMF
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,9253-QXKBE
Two year,No,Credit card (automatic),No,Monthly,No,Yes,7634-HLQJR
Month-to-month,No,Bank transfer (automatic),Yes, Monthly  ,No,No,0487-RPVUM
Month-to-month,No,Mailed check,Yes,Monthly,Yes,No,4079-ULGFR
Two year,yes,Electronic check,No,Monthly,Yes,Yes,2516-XSJKX
Two year,Yes,Electronic check,No,Quarter,Yes,Yes,0057-QBUQH
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes, Yes  ,9445-SZLCH
Month-to-month,,Electronic check,Yes,Monthly,Yes,No,6599-SFQVE
One year,Yes,Credit card (automatic),No,Quarter,Yes,Yes,
Month-to-month,Yes,Credit card (automatic),No,Monthly,Yes,Yes,4003-FUSHP
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,0356-ERHVT
One year,Yes,Bank transfer (automatic),,Quarter,No,Yes,7325-ENZFI
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,4884-ZTHVF
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,3920-HIHMQ
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,3055-OYMSE
Two year,Yes,Mailed check,Yes,Monthly,Yes, Yes  ,0613-WUXUM
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,7568-PODML
Two year,No,Mailed check,Yes,Semiann,,Yes,4458-KVRBJ
Month-to-month,No,Electronic check,Yes,Monthly,Yes,Yes,5349-IECLD
One year,No,Mailed check,Yes,Monthly,Yes,Yes,1397-XKKWR
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,3945-GFWQL
One year,No,Credit card (automatic),No,Monthly,Yes,Yes,8097-OMULG
Two year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,6013-BHCAW
Two year,Yes,Bank transfer (automatic),No,Monthly,No,Yes,0401-WDBXM
Month-to-month,No, Mailed check  ,Yes,Monthly,No,No,3387-PLKUI
One year,No,Mailed check,No,Monthly,Yes,Yes,6096-EGVTU
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,3797-VTIDR
One year,No,Mailed check,No,Monthly,No,No,5081-NWSUP
One year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,2580-ATZSQ
Two year,No,Mailed check,No,Annual,Yes,Yes,8085-MSNLK
One year,Yes,Electronic check,Yes,Annual, Yes  ,Yes,9691-HKOVS
Month-to-month,No,Electronic check,No,Monthly,No,Yes,
Month-to-month,No,Mailed check,Yes,Monthly,Yes, Yes  ,9526-BIHHD
Month-to-month,Yes,Credit card (automatic),Yes,Monthly, Yes  ,Yes,8757-TFHHJ
Month-to-month,No,Electronic check,No,Monthly,Yes,Yes,4523-WXCEF
Two year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,1468-DEFNC
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,5119-KEPFY
Month-to-month,Yes,Mailed check,Yes,Monthly,No,No,8364-TRMMK
Two year,Yes,Mailed check,Yes,Monthly,Yes,Yes,0916-KNFAJ
One year,Yes,Bank transfer (automatic),No,Monthly,No,No, 8319-QBEHW  
Month-to-month,Yes,Electronic check,Yes,Monthly,No,No,3063-QFSZL
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,8775-LHDJH
Two year,Yes,Credit card (automatic),No,Annual,No,Yes,9625-QNLUX
Month-to-month,Yes,Mailed check,No,Monthly,Yes,No,3097-NQYSN
Two year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,4024-CSNBY
Two year,Yes, Electronic check  ,Yes,Monthly,Yes,Yes,7110-BDTWG
Two year,No,Credit card (automatic),Yes,Monthly,Yes,Yes,
Month-to-month,Yes,Mailed check,Yes,Monthly,No,Yes,0690-SRQID
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,9605-WGJVW
Two year,No,Credit card (automatic),No,Monthly,No,Yes,9114-DPSIA
One year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,4700-UBQMV
Two year,No,Bank transfer (automatic),No,Semiann,Yes,Yes,7711-GQBZC
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,,No,3565-UNOCC
Two year,No,Credit card (automatic),Yes,Quarter,Yes,Yes,4627-MIHJH
Two year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,9795-NREXC
Month-to-month,No,Credit card (automatic),Yes,Monthly,Yes,No,8573-CGOCC
One year,No,Electronic check,No,Monthly,No,No,7356-AYNJP
One year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,9249-FXSCK
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,No,5493-SDRDQ
Month-to-month,No,Mailed check,Yes,Monthly,Yes,No,6286-SUUWT
Month-to-month,No,Mailed check,Yes,Monthly,No,Yes,4819-HJPIW
Month-to-month,No,Mailed check,Yes,Monthly,No,No,8654-DHAOW
Month-to-month,Yes,Mailed check,No,Monthly,No,Yes,ORPH-8ba62e95
Month-to-month,No,Bank transfer (automatic),Yes,Monthly,No,No,9812-GHVRI
One year,Yes,Electronic check,Yes,Monthly,Yes,Yes,5553-AOINX
Month-to-month,No,Mailed check,No,Monthly,No,Yes,1228-ZLNBX
Month-to-month,Yes,Electronic check,Yes,Monthly,No,No,4226-KKDON
Two year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,3831-YCPUO
One year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,7445-WMRBW
Two year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,3308-DGHKL
Two year,Yes,Electronic check,Yes,Monthly,Yes,Yes,9924-JPRMC
One year,No,Credit card (automatic),No,Monthly,Yes,Yes,0080-EMYVY
Month-to-month,No,Electronic check,No,Monthly,No,No,6218-KNUBD
Two year,No,Bank transfer (automatic),Yes,Monthly,Yes,Yes,7337-CINUD
One year,No,Mailed check,No,Monthly,No,No,7609-NRNCA
One year,No,Electronic check,No,Quarter,Yes,Yes,ORPH-059d1263
One year,Yes,Mailed check,No,Monthly,Yes,Yes,7153-CHRBV
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,No,0871-URUWO
Month-to-month, Yes  ,Credit card (automatic),Yes,Monthly,Yes,Yes,9190-MFJLN
One year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,6198-PNNSZ
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,3317-VLGQT
Month-to-month,,Electronic check,Yes,Monthly,Yes,Yes,4132-POCZS
Two year,Yes,Credit card (automatic),Yes,Monthly,No,Yes,5614-DNZCE
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,1095-JUDTC
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,3896-RCYYE
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,No,9638-JIQYA
Month-to-month,No,Credit card (automatic),Yes,Monthly,No,No,3258-SANFR
Two year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,3726-TBHQT
Two year,No,Bank transfer (automatic),No,Semiann,Yes,Yes,3190-ITQXP
Month-to-month,No,Credit card (automatic),Yes,Monthly,Yes,No,0870-VEMYL
Month-to-month,No,,Yes,Monthly,No,Yes,4833-QTJNO
Month-to-month,No,Bank transfer (automatic),Yes,,Yes,Yes,3039-MJSLN
Month-to-month,No,Mailed check,Yes,Monthly,No,No,0178-CIIKR
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,5385-SUIRI
Month-to-month,Yes,Electronic check,No,Monthly,No,Yes,3982-XWFZQ
One year,Yes,Mailed check,No,Quarter,Yes,yes,5774-QPLTF
 Month-to-month  ,Yes,Electronic check,Yes,Monthly,No,Yes,2322-VCZHZ
Two year,No,Credit card (automatic),No,Quarter,Yes,Yes,5010-IPEAQ
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,4009-ALQFH
One year,No,Mailed check,No,Semiann,Yes,Yes,6383-ZTSIW
Two year,Yes,Mailed check,Yes,Semiann,Yes,Yes,8990-YOZLV
One year,No,Mailed check,Yes,Quarter,Yes,Yes,3069-SSVSN
Month-to-month,No,Electronic check,Yes,Monthly,Yes,Yes,5222-IMUKT
Month-to-month,No,Electronic check,No,Monthly,No,No,3627-FCRDW
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,7562-GSUHK
Two year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,6685-XSHHU
Two year,Yes, Bank transfer (automatic)  ,No,Quarter,Yes,Yes,8901-UPRHR
Month-to-month,No,Mailed check,Yes,Monthly,Yes,No,4903-UYAVB
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,No,Yes,0118-JPNOY
Month-to-month,No,Mailed check,No,Monthly,Yes,Yes,6776-TLWOI
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,3845-FXCYS
One year,No, Bank transfer (automatic)  ,Yes,Monthly,Yes,Yes,5857-XRECV
One year,Yes,Credit card (automatic),Yes,Annual,Yes,Yes,0725-CXOTM
Month-to-month,No,Mailed check,Yes,Monthly,No,Yes,4343-EJVQB
Two year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,9000-PLFUZ
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,3427-GGZZI
Two year,No,Credit card (automatic),No,Monthly,Yes,Yes,7779-ORAEL
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,0644-OQMDK
