PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,SmartHomePackage,GamingBundle,InternationalCallingPlan,CloudStoragePlan,customerID
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,0898-XCGTF
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,Yes, 8006-PYCSW  
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,8249-THVEC
Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,8722-PRFDV
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,No,2164-SOQXL
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,4020-KIUDI
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,No,5850-BDWCY
Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,2038-YSEZE
Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,0827-ITJPH
No,No phone service,DSL,No,No,Yes,No,No,No,No,Yes,Yes,No,8799-OXZMD
Yes,Yes,Fiber optic,No,No,No,,Yes,No,Yes,Yes,Yes,Yes,1925-TIBLE
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,NO INTERNET SERVICE ,No internet service,No,No,No,No,1705-GUHPV
Yes,Yes,No,no internet service,No internet service,No internet service,No internet service,No internet service, No internet service  ,No,No,Yes,,4779-ZGICK
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,0048-PIHNL
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,No,Yes,Yes,0818-OCPZO
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3967-KXAPS
Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Yes,Yes,No,1447-GIQMR
No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,3704-IEAXF
No,No phone service,,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,6810-VCAEX
Yes,No,DSL,No,No,No,No,Yes,No,Yes,No,No,No,0674-EYYZV
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,4480-MBMLB
No,No phone service,DSL,No,Yes,No,No,No,No,Yes,No,Yes,No,1395-OFUWC
Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0822-QGCXA
Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Yes,No,No,0872-NXJYS
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2832-KJCRD
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,3588-WSTTJ
Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4075-WKNIU
Yes,No,Fiber optic,No,Yes,No,Yes,NN internet service,Yes,Yes,No,Yes,Yes,5090-EMGTC
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,No,2346-CZYIL
Yes,No,DSL,No,No,No,NO ,No,No,No,Yes,Yes,Yes,3798-EPWRR
,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,Yes,6258-NGCNG
Yes,Yes,DSL,,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,4186-ZBUEW
Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,5274-XHAKY
No,No phone service,DSL,No,Yes,No,No,No,No,No,No,Yes,No,1442-BQPVU
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,3978-YNKDD
No,No phone service,DSL,NO INTERNET SERVICE ,Yes,No,Yes,No,No,Yes,No,,Yes,4940-KHCWD
Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,9412-ARGBX
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,Yes,No,No,1389-CXMLU
Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,9589-ABEPT
No,No phone service,,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,9388-ZEYVT
,No phone service,DSL,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,0305-SQECB
Yes,No,DSL,No,No,Yes,No,No,No,Yes,Yes,No,Yes,7605-SNLQG
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,4670-TABXH
Yes,Yes,Fiber optic,No, No  ,Yes,No,No,No,Yes,Yes,No,Yes,5561-NWEVX
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,0064-SUDOG
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,8561-NMTBD
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,5161-XEUVX
No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Yes, Yes  ,No,No,8292-FRFZQ
Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,8591-NXRCV
No, No phone service  ,DSL,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,7895-VONWT
Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,4526-RMTLL
Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,6253-GNHWH
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,4566-NECEV
Yes,Yes,DSL,Yes,No,Yes,,Yes,Yes,Yes,Yes,No,No,8080-POTJR
Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,6906-MPARY
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,Yes,3662-FXJFO
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,8107-RZLNV
Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0516-OOHAR
Yes,No,Fiber optic,No,No,No,Yes,,Yes,Yes,Yes,Yes,Yes,2027-CWDNU
No,No phone service,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,2737-WFVYW
Yes,Yes,Fiber optic,No,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,9912-OMZDS
Yes,No,DSL,No,No,No,Yes,No,No,Yes,Yes,No,No,3733-ZEECP
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,No,7878-RTCZG
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,ORPH-630968d8
Yes,Yes,Fiber optic, No  ,No,No,No,No,No,Yes,No,No,Yes,2272-QAGFO
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,7103-IPXPJ
Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,4342-HFXWS
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,3545-CNWRG
Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Yes,No,No,Yes,1785-BPHTP
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,4989-LIXVT
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,7315-WYOAW
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,1173-XZPYF
Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,No,Yes,Yes,9850-OWRHQ
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,3768-NLUBH
Yes,Yes,Fiber optic,No,No interneC service,No,No,No,No,Yes,Yes,Yes,Yes,8676-TRMJS
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,2509-TFPJU
Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,9530-GRMJG
Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,,Yes,No,Yes,6898-RBTLU
Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,5481-NTDOH
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,No,2068-WWXQZ
Yes,,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,7359-SSBJK
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,2061-VVFST
Yes,No,Fiber optic,No,No,No,No,No,No,No,No,Yes,Yes,0685-MLYYM
No, No phone service  ,DSL,No,No,No,YES ,Yes,Yes,Yes,Yes,Yes,Yes,0749-IRGQE
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2380-DAMQP
Yes,No,DSL,NO ,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2256-YLYLP
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,1272-ILHFG
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,Yes,0164-XAIRP
Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,
Yes,No,DSL,Yes,No,No,No,No,No,Yes,No,No,No,4011-ARPHK
Yes,No,DSL,No,No,No,Yes,No,No,Yes,Yes,No,Yes,8182-PNAGI
Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6365-HITVU
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,7558-IMLMT
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9488-FYQAU
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,No,3590-TCXTB
Yes,No,DSL,No,No,No,No,No,Yes,no,No,No,Yes,6994-KERXL
Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,7957-RYHQD
Yes,No,Fiber optic,No,No,,No,Yes,Yes,Yes,No,No,No,2180-DXNEG
Yes,No,DSL,Yes,Yes,NO INTERNET SERVICE ,No,Yes,Yes,Yes,Yes,Yes,No,1960-UOTYM
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,No, 2740-JFBOK  
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,6500-JVEGC
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Yes,No, Yes  ,5515-AKOAJ
Yes,No,DSL,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,8976-OQHGT
No,No phone service,DSL,Yes,No,Yes,No,No,No,Yes,No,No,No,5245-VDBUR
Yes,No,Fiber optic,No,No,Yes,No,No,Yes,No,,No,Yes,6230-BSUXY
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,8469-SNFFH
No,No phone service,DSL,Yes,No,Yes,No,No,No,Yes,Yes,No,No,2144-ESWKO
Yes,No,No,No internet service,No internet service,NO ,No internet service,No internet service,No internet service,No,No,Yes,Yes,1241-FPMOF
No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,9928-BZVLZ
Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,4114-QMKVN
Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,ORPH-81217056
Yes, Yes  , Fiber optic  ,No,No,Yes,No,No,No,Yes,No,Yes,Yes,9003-CPATH
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,1754-GKYPY
No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,5294-CDGWY
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,Yes,7956-XQWGU
Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,1591-MQJTP
Yes,No,DSL,Yes,No,No,No,No,No,No,Yes,No,No,5295-PCJOO
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,No,2369-FEVNO
Yes,No,DSL,No,No,No,No,Yes,No,Yes,No,, No  ,9863-JZAIC
Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,7471-MQPOS
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,5115-SQAAU
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,No,Yes,9845-QOMAD
Yes, No  ,DSL,Yes,No,No,Yes,No,No,Yes, Yes  ,Yes,Yes,7672-VFMXZ
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,9739-JLPQJ
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,9916-AYHTC
Yes,No,Fiber optic,,No,No,No,Yes,No,Yes,Yes,Yes,Yes,3855-ONCAR
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,Yes,1488-SYSFC
Yes,,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,7931-PXHFC
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,3990-QYKBE
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,No,Yes,0970-QXPXW
Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,NO ,No,Yes,Yes,3259-KNMRR
Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,6120-RJKLU
No,No phone service,DSL,No,No,No,Yes,No,No,No,Yes,No,No,9572-WUKSB
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,No,5893-KCLGT
No,No phone service,DSL,Yes,Yes,Yes,Yes,yes,No,No,Yes,No,Yes,0076-LVEPS
Yes,No,DSL,No,No,No,No,No,,No,Yes,No,Yes,3640-JQGJG
Yes,No,Fiber optic, No  ,No,No,No,No,No,Yes,Yes,No,Yes,4919-MOAVT
Yes,No,DSL,No,Yes,No,No,No,No,Yes,Yes,No,No,1596-OQSPS
No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,9867-XOBQA
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No, No  ,No,No,9546-KDTRB
Yes,Yes,Fiber optic, Yes  ,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3090-HAWSU
Yes,No,DSL,Yes,No,No,No,No,No,Yes,Yes,No,No,9820-RMCQV
Yes,Yes,Fiber optic,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,3174-RKMOW
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,No,1760-CAZHT
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,No,7839-QRKXN
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,No,Yes,8441-SHIPE
No,No phone service,DSL,No,No,Yes, No  ,Yes,No,Yes,,Yes,Yes,5204-QZXPU
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,Yes,4597-ELFTS
,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,1320-GVNHT
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,No,1047-RNXZV
Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,3541-ZNUHK
Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,Yes,No,No,8450-JOVAH
Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Yes,No,Yes,8725-JEDFD
Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Yes,No,Yes,7562-UXTPG
 Yes  ,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,8071-SBTRN
Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1113-IUJYX
Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Yes,No,Yes,No,6668-CNMFP
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,5626-MGTUK
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,No,Yes,NO ,No,5681-LLOEI
Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,
Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4323-OHFOW
Yes,No,No,No internet survice,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,No,4933-BSAIP
Yes,No,No,No internet service,No internet service,,No internet service,No internet service,No internet service,Yes,No,No,No,2030-BTZRO
Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,1116-DXXDF
Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,No,No,Yes,9274-CNFMO
No,No phone service, DSL  ,No,No,No,Yes,No,No,No,No,No,Yes,7758-XKCBS
No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,8992-JQYUN
,No,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,6563-VNPMN
No,No phone service,DSL,,No,Yes,Yes,No,,Yes,No,No,Yes,0617-AQNWT
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,No,No,No,2267-WTPYD
Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,0270-THENM
Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Yes,Yes,No,2446-PLQVO
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,4707-MAXGU
Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,2710-WYVXG
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,3005-NFMTA
Yes,Yes,Fiber optic,No,No,Yes, Yes  ,Yes,No,No,No,Yes,Yes,6300-BWMJX
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,8784-CGILN
Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,No,No,Yes,5389-FFVKB
Yes,No,DSL,Yes,No,No,No,No,No,Yes,Yes,No,Yes,7009-LGECI
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,No,No,Yes,No,8444-WRIDW
Yes,Yes,Fiber optic,,No,Yes,No,No,No,Yes,Yes,No,No,5022-KVDQT
Yes,No,No, No internet service  ,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,7976-CICYS
Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,yes,Yes,No,Yes,1036-GUDCL
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,Yes,2005-DWQZJ
Yes,No, No  ,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,No,8148-WOCMK
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No, Yes  ,,7815-PDTHL
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Yes,No,Yes,9451-LPGOO
Yes, No  ,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,Yes,9173-IVZVP
Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,9129-UXERG
No,No phone service,DSL,No,Yes,No,,No,Yes,Yes,Yes,Yes,No,3635-JBPSG
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,ORPH-6580f5ee
Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Yes,No,No,No,5868-YWPDW
Yes,No,Fiber optic,No,No,No,No,Yes, No  ,Yes,No,No,Yes,ORPH-38aef1ed
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,2025-JKFWI
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,4078-SAYYN
Yes,No,No,No internet service,No internet service, No internet service  ,No internet service,No internet service,No internet service,Yes,Yes,No,No,1724-IQWNM
Yes,No,DSL,Yes,No,,Yes,No,No,No,Yes,Yes,Yes,8217-QYOHV
Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Yes,No,Yes,5546-QUERU
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,9940-HPQPG
Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,6897-UUBNU
Yes,No,DSL,No,No,No,No,No,No,No,No,Yes,Yes,6127-IYJOZ
 Yes  ,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,Yes,No,Yes,6618-RYATB
Yes,No,DSL,No,No,No,No,Yes,No,Yes,No,No,No,8930-XOTDP
Yes,No,DSL,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,5916-QEWPT
Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Yes,No,No,No,5060-TQUQN
Yes,Yes, DSL  ,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,0531-XBKMM
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,8465-SBRXP
Yes,No,DSL,No,Yes,Yes,Yes,No,No,aes,No,Yes,Yes,2408-PSJVE
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,9079-YEXQJ
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,No,9700-ZCLOT
Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,8738-JOKAR
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,No,4534-WGCIR
Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,1930-WNXSB
Yes,Yes,Fiber optic,No, No  ,Yes,No,No,Yes,Yes,Yes,No,No,2685-SREOM
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,3508-CFVZL
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,0402-CQAJN
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,6692-UDPJC
Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,1273-MTETI
Yes,Yes,DSL,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,ORPH-47892f16
No,No phone service, DSL  ,No,No,No,No,No,No,Yes,Yes,No,Yes,5480-HPRRX
Yes,No,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,8792-AOROI
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,0295-PPHDO
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,No,5146-YYFRZ
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,No,No,Yes,Yes,1195-OIYEJ
Yes,,DSL,No,Yes,No,Yes, No  ,No,No,Yes,,No,5906-CVLHP
Yes,Yes,Fiber optic,No,NO INTERNET SERVICE ,No, No  ,No,No,Yes,No,Yes,Yes,3452-SRFEG
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,4070-OKWVH
 Yes  ,No,Fiber optic,Yes,No,Yes,No,No,No,Yes,No,Yes,No,5297-MDOIR
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6369-MCAKO
Yes,No,DSL,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,4926-UMJZD
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,No,6848-HJTXY
Yes,No,Fiber optic,Yes,No,yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,ORPH-adb1f042
Yes,No,Fiber optic,No,No,No,No,No,YES ,Yes,Yes,No,Yes,4501-EQDRN
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,2990-HWIML
Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Yes,No, Yes  ,Yes,0682-USIXD
Yes,Yes,No,No internet service,no internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,6976-BWGLQ
No,No phone service,DSL,Yes,Yes,No,No,No,No,Yes,No,No,Yes, 7078-NVFAM  
Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,8065-QBYTO
Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes, 2133-TSRRM  
No,No phone service,DSL,No,No,No,No,No,Yes,Yes,Yes,No,No,7384-GHBPI
Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Yes,No,Yes,7603-USHJS
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,7234-FECYN
Yes,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,2511-ALLCS
Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Yes,No,No,3191-CSNMG
Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,7952-OBOYL
Yes, No  ,DSL,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,7470-DYNOE
No,No phone service,DSL,Yes,No,No,No,No,No,Yes,No,No,Yes,7853-OETYL
Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,ORPH-c2cefb64
Yes,No,DSL,Yes,Yes,No,No, No  ,No,Yes,Yes,Yes,No,5876-HZVZM
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,,Yes,No,Yes,1400-MMYXY
No,No phone service,DSL,No,,Yes,Yes,No,Yes,Yes,No,Yes,No,5126-RCXYW
Yes,No,DSL,No,No,No,No,No,No,No,No,Yes,Yes,3085-QUOZK
Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2363-BJLSL
Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,1956-YIFGE
Yes,No,DSL,No,No,No,No,No,No,No,Yes,No,No,3926-CUQZX
Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,7921-LMDFQ
Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,2925-MXLSX
